id,user_id,item_id,timestamp,action,correct,response_text,time_taken
int_1275,user_58,content_43,2025-10-18T16:35:43.342185,complete,0,Partial response,224.27
int_1276,user_58,content_39,2025-10-20T16:35:43.342196,attempt,1,Student answer text here,79.56
int_1277,user_58,content_41,2025-10-27T16:35:43.342211,attempt,0,Partial response,48.9
int_1278,user_58,content_13,2025-10-18T16:35:43.342222,view,0,Partial response,283.33
int_1279,user_58,content_9,2025-10-26T16:35:43.342233,complete,0,Partial response,178.19
int_1280,user_58,content_51,2025-10-25T16:35:43.342243,complete,0,Partial response,51.1
int_1281,user_58,content_47,2025-10-24T16:35:43.342253,view,1,Student answer text here,224.85
int_1282,user_58,content_16,2025-10-26T16:35:43.342264,complete,1,Student answer text here,97.22
int_1283,user_58,content_19,2025-10-18T16:35:43.342274,view,1,Student answer text here,103.4
int_1284,user_58,content_51,2025-10-27T16:35:43.342284,attempt,1,Student answer text here,137.53
int_1285,user_58,content_11,2025-10-21T16:35:43.342295,attempt,1,Student answer text here,166.43
int_1286,user_58,content_48,2025-10-26T16:35:43.342305,attempt,1,Student answer text here,35.35
int_1287,user_58,content_25,2025-10-27T16:35:43.342316,attempt,1,Student answer text here,190.7
int_1288,user_59,content_36,2025-10-24T16:35:43.342334,attempt,0,Partial response,155.19
int_1289,user_59,content_30,2025-10-22T16:35:43.342345,complete,1,Student answer text here,193.63
int_1290,user_59,content_5,2025-10-26T16:35:43.342356,complete,1,Student answer text here,156.7
int_1291,user_59,content_10,2025-10-28T16:35:43.342367,view,0,Partial response,262.65
int_1292,user_59,content_47,2025-10-21T16:35:43.342377,attempt,1,Student answer text here,279.94
int_1293,user_59,content_26,2025-10-22T16:35:43.342389,attempt,1,Student answer text here,113.11
int_1294,user_59,content_38,2025-10-22T16:35:43.342401,view,0,Partial response,297.97
int_1295,user_59,content_8,2025-10-19T16:35:43.342424,view,1,Student answer text here,82.44
int_1296,user_59,content_28,2025-10-23T16:35:43.342437,complete,1,Student answer text here,221.46
int_1297,user_59,content_41,2025-10-28T16:35:43.342448,complete,1,Student answer text here,134.04
int_1298,user_59,content_28,2025-10-25T16:35:43.342459,attempt,0,Partial response,39.32
int_1299,user_59,content_53,2025-10-18T16:35:43.342470,complete,1,Student answer text here,212.63
int_1300,user_59,content_45,2025-10-24T16:35:43.342482,complete,0,Partial response,152.98
int_1301,user_59,content_44,2025-10-24T16:35:43.342492,view,0,Partial response,192.58
int_1302,user_59,content_43,2025-10-28T16:35:43.342503,view,0,Partial response,238.16
int_1303,user_59,content_42,2025-10-22T16:35:43.342513,complete,1,Student answer text here,188.26
int_1304,user_59,content_58,2025-10-20T16:35:43.342524,view,0,Partial response,266.52
int_1305,user_59,content_11,2025-10-24T16:35:43.342535,complete,1,Student answer text here,111.6
int_1306,user_59,content_35,2025-10-19T16:35:43.342546,attempt,1,Student answer text here,228.16
int_1307,user_60,content_7,2025-10-26T16:35:43.342564,attempt,1,Student answer text here,232.16
int_1308,user_60,content_60,2025-10-24T16:35:43.342577,view,1,Student answer text here,296.5
int_1309,user_60,content_53,2025-10-28T16:35:43.342588,view,1,Student answer text here,48.86
int_1310,user_60,content_45,2025-10-20T16:35:43.342598,attempt,1,Student answer text here,206.72
int_1311,user_60,content_47,2025-10-26T16:35:43.342607,view,1,Student answer text here,131.16
int_1312,user_60,content_46,2025-10-25T16:35:43.342618,attempt,0,Partial response,79.14
int_1313,user_60,content_8,2025-10-19T16:35:43.342628,view,1,Student answer text here,80.12
int_1314,user_60,content_4,2025-10-25T16:35:43.342639,attempt,0,Partial response,295.4
int_1315,user_60,content_56,2025-10-21T16:35:43.342649,complete,1,Student answer text here,276.5
int_1316,user_60,content_7,2025-10-27T16:35:43.342659,attempt,0,Partial response,53.14
int_1317,user_60,content_8,2025-10-27T16:35:43.342669,attempt,1,Student answer text here,38.01
int_1318,user_60,content_16,2025-10-21T16:35:43.342679,complete,1,Student answer text here,235.34
int_1319,user_60,content_1,2025-10-24T16:35:43.342690,view,0,Partial response,209.64
int_1320,user_60,content_51,2025-10-27T16:35:43.342704,view,0,Partial response,171.03
int_1321,user_60,content_1,2025-10-19T16:35:43.342715,complete,1,Student answer text here,296.46
int_1322,user_60,content_49,2025-10-21T16:35:43.342725,attempt,1,Student answer text here,234.37
int_1323,user_60,content_39,2025-10-23T16:35:43.342755,attempt,1,Student answer text here,214.1
int_1324,user_61,content_21,2025-10-23T16:35:43.342769,complete,0,Partial response,137.59
int_1325,user_61,content_40,2025-10-23T16:35:43.342780,attempt,0,Partial response,247.69
int_1326,user_61,content_1,2025-10-22T16:35:43.342790,complete,1,Student answer text here,255.56
int_1327,user_61,content_60,2025-10-28T16:35:43.342805,complete,0,Partial response,63.18
int_1328,user_61,content_34,2025-10-25T16:35:43.342816,attempt,1,Student answer text here,152.02
int_1329,user_61,content_44,2025-10-20T16:35:43.342827,attempt,1,Student answer text here,208.26
int_1330,user_61,content_1,2025-10-28T16:35:43.342838,complete,1,Student answer text here,127.26
int_1331,user_61,content_3,2025-10-18T16:35:43.342848,attempt,1,Student answer text here,93.06
int_1332,user_61,content_32,2025-10-19T16:35:43.342858,view,1,Student answer text here,124.05
int_1333,user_61,content_60,2025-10-18T16:35:43.342868,complete,1,Student answer text here,274.4
int_1334,user_61,content_47,2025-10-24T16:35:43.342879,complete,1,Student answer text here,82.67
int_1335,user_61,content_10,2025-10-26T16:35:43.342890,attempt,0,Partial response,245.14
int_1336,user_61,content_20,2025-10-26T16:35:43.342918,attempt,1,Student answer text here,287.86
int_1337,user_61,content_31,2025-10-25T16:35:43.342929,view,0,Partial response,76.02
int_1338,user_61,content_43,2025-10-27T16:35:43.342940,attempt,0,Partial response,298.21
int_1339,user_61,content_2,2025-10-23T16:35:43.342956,attempt,0,Partial response,236.9
int_1340,user_61,content_15,2025-10-18T16:35:43.342967,attempt,1,Student answer text here,286.91
int_1341,user_61,content_43,2025-10-18T16:35:43.342977,view,0,Partial response,279.14
int_1342,user_61,content_41,2025-10-27T16:35:43.342989,complete,1,Student answer text here,119.86
int_1343,user_61,content_15,2025-10-18T16:35:43.343000,attempt,0,Partial response,131.79
int_1344,user_61,content_46,2025-10-18T16:35:43.343010,complete,1,Student answer text here,241.97
int_1345,user_61,content_55,2025-10-25T16:35:43.343028,view,1,Student answer text here,99.96
int_1346,user_61,content_19,2025-10-27T16:35:43.343039,view,0,Partial response,121.86
int_1347,user_61,content_38,2025-10-27T16:35:43.343052,complete,0,Partial response,129.29
int_1348,user_61,content_55,2025-10-22T16:35:43.343063,complete,1,Student answer text here,228.97
int_1349,user_62,content_4,2025-10-22T16:35:43.343076,attempt,0,Partial response,116.3
int_1350,user_62,content_24,2025-10-20T16:35:43.343086,complete,0,Partial response,192.44
int_1351,user_62,content_15,2025-10-22T16:35:43.343097,view,0,Partial response,175.34
int_1352,user_62,content_30,2025-10-26T16:35:43.343108,attempt,1,Student answer text here,256.05
int_1353,user_62,content_32,2025-10-26T16:35:43.343119,complete,1,Student answer text here,106.52
int_1354,user_62,content_48,2025-10-19T16:35:43.343130,attempt,0,Partial response,113.4
int_1355,user_62,content_45,2025-10-24T16:35:43.343142,complete,0,Partial response,184.97
int_1356,user_62,content_41,2025-10-21T16:35:43.343153,attempt,0,Partial response,220.12
int_1357,user_62,content_25,2025-10-23T16:35:43.343164,view,0,Partial response,253.53
int_1358,user_62,content_14,2025-10-28T16:35:43.343175,view,0,Partial response,261.33
int_1359,user_62,content_47,2025-10-24T16:35:43.343187,complete,1,Student answer text here,276.34
int_1360,user_62,content_11,2025-10-20T16:35:43.343199,attempt,0,Partial response,121.1
int_1361,user_62,content_44,2025-10-23T16:35:43.343210,attempt,1,Student answer text here,135.59
int_1362,user_62,content_34,2025-10-24T16:35:43.343222,complete,1,Student answer text here,279.23
int_1363,user_62,content_45,2025-10-27T16:35:43.343232,view,1,Student answer text here,117.32
int_1364,user_62,content_51,2025-10-24T16:35:43.343243,attempt,0,Partial response,206.75
int_1365,user_62,content_37,2025-10-21T16:35:43.343255,complete,0,Partial response,160.26
int_1366,user_62,content_58,2025-10-25T16:35:43.343271,view,0,Partial response,247.18
int_1367,user_62,content_13,2025-10-23T16:35:43.343282,complete,0,Partial response,261.16
int_1368,user_62,content_7,2025-10-22T16:35:43.343293,attempt,0,Partial response,213.45
int_1369,user_62,content_11,2025-10-27T16:35:43.343304,attempt,0,Partial response,293.02
int_1370,user_62,content_12,2025-10-27T16:35:43.343316,complete,0,Partial response,205.53
int_1371,user_62,content_38,2025-10-26T16:35:43.343332,complete,1,Student answer text here,225.09
int_1372,user_62,content_16,2025-10-27T16:35:43.343343,view,0,Partial response,137.09
int_1373,user_63,content_45,2025-10-18T16:35:43.343357,complete,0,Partial response,131.35
int_1374,user_63,content_45,2025-10-21T16:35:43.343369,complete,0,Partial response,133.17
int_1375,user_63,content_41,2025-10-23T16:35:43.343380,view,1,Student answer text here,62.4
int_1376,user_63,content_6,2025-10-21T16:35:43.343392,complete,0,Partial response,210.57
int_1377,user_63,content_33,2025-10-28T16:35:43.343403,complete,0,Partial response,184.71
int_1378,user_63,content_37,2025-10-24T16:35:43.343414,complete,1,Student answer text here,231.25
int_1379,user_63,content_51,2025-10-22T16:35:43.343425,attempt,0,Partial response,299.99
int_1380,user_63,content_45,2025-10-24T16:35:43.343435,complete,1,Student answer text here,63.81
int_1381,user_63,content_21,2025-10-20T16:35:43.343447,view,0,Partial response,139.44
int_1382,user_63,content_45,2025-10-22T16:35:43.343458,complete,0,Partial response,250.71
int_1383,user_63,content_51,2025-10-27T16:35:43.343471,complete,1,Student answer text here,256.03
int_1384,user_63,content_35,2025-10-25T16:35:43.343482,complete,0,Partial response,272.35
int_1385,user_63,content_12,2025-10-28T16:35:43.343492,complete,0,Partial response,150.75
int_1386,user_63,content_21,2025-10-28T16:35:43.343505,view,0,Partial response,185.27
int_1387,user_63,content_42,2025-10-27T16:35:43.343516,complete,0,Partial response,99.33
int_1388,user_63,content_49,2025-10-27T16:35:43.343526,view,0,Partial response,166.66
int_1389,user_63,content_24,2025-10-22T16:35:43.343553,complete,0,Partial response,30.02
int_1390,user_63,content_20,2025-10-20T16:35:43.343566,attempt,0,Partial response,207.97
int_1391,user_63,content_29,2025-10-19T16:35:43.343577,attempt,0,Partial response,217.68
int_1392,user_63,content_34,2025-10-19T16:35:43.343589,complete,1,Student answer text here,167.86
int_1393,user_63,content_45,2025-10-18T16:35:43.343609,view,0,Partial response,94.02
int_1394,user_63,content_13,2025-10-24T16:35:43.343622,view,0,Partial response,288.5
int_1395,user_63,content_39,2025-10-19T16:35:43.343635,attempt,0,Partial response,104.9
int_1396,user_63,content_47,2025-10-27T16:35:43.343651,complete,1,Student answer text here,98.84
int_1397,user_64,content_42,2025-10-22T16:35:43.343664,attempt,0,Partial response,52.48
int_1398,user_64,content_17,2025-10-26T16:35:43.343674,complete,1,Student answer text here,85.02
int_1399,user_64,content_41,2025-10-18T16:35:43.343685,complete,1,Student answer text here,204.3
int_1400,user_64,content_46,2025-10-19T16:35:43.343695,complete,1,Student answer text here,204.9
int_1401,user_64,content_33,2025-10-22T16:35:43.343706,view,0,Partial response,115.42
int_1402,user_64,content_51,2025-10-22T16:35:43.343721,view,1,Student answer text here,290.28
int_1403,user_64,content_16,2025-10-24T16:35:43.343752,view,0,Partial response,173.5
int_1404,user_64,content_44,2025-10-27T16:35:43.343767,attempt,1,Student answer text here,202.85
int_1405,user_64,content_24,2025-10-24T16:35:43.343781,view,1,Student answer text here,264.59
int_1406,user_64,content_15,2025-10-28T16:35:43.343797,view,1,Student answer text here,131.83
int_1407,user_64,content_15,2025-10-27T16:35:43.343809,view,1,Student answer text here,77.45
int_1408,user_64,content_47,2025-10-19T16:35:43.343820,attempt,1,Student answer text here,55.8
int_1409,user_64,content_23,2025-10-20T16:35:43.343832,attempt,1,Student answer text here,194.02
int_1410,user_64,content_58,2025-10-26T16:35:43.343843,attempt,0,Partial response,285.56
int_1411,user_64,content_25,2025-10-23T16:35:43.343853,complete,0,Partial response,213.01
int_1412,user_64,content_51,2025-10-21T16:35:43.343862,complete,1,Student answer text here,64.44
int_1413,user_64,content_1,2025-10-18T16:35:43.343873,view,0,Partial response,68.52
int_1414,user_64,content_37,2025-10-28T16:35:43.343883,complete,1,Student answer text here,202.58
int_1415,user_64,content_24,2025-10-18T16:35:43.343892,complete,0,Partial response,142.93
int_1416,user_64,content_30,2025-10-21T16:35:43.343920,attempt,0,Partial response,245.59
int_1417,user_64,content_33,2025-10-24T16:35:43.343930,attempt,1,Student answer text here,170.56
int_1418,user_64,content_46,2025-10-24T16:35:43.343941,complete,0,Partial response,261.64
int_1419,user_64,content_20,2025-10-23T16:35:43.343952,view,1,Student answer text here,201.36
int_1420,user_64,content_5,2025-10-27T16:35:43.343964,view,0,Partial response,185.34
int_1421,user_64,content_6,2025-10-20T16:35:43.343974,attempt,1,Student answer text here,248.25
int_1422,user_64,content_1,2025-10-18T16:35:43.343984,complete,1,Student answer text here,281.76
int_1423,user_64,content_9,2025-10-21T16:35:43.343994,complete,1,Student answer text here,214.98
int_1424,user_65,content_26,2025-10-19T16:35:43.344008,view,0,Partial response,275.94
int_1425,user_65,content_48,2025-10-22T16:35:43.344024,complete,0,Partial response,174.27
int_1426,user_65,content_23,2025-10-18T16:35:43.344034,complete,0,Partial response,214.7
int_1427,user_65,content_3,2025-10-26T16:35:43.344045,complete,1,Student answer text here,281.15
int_1428,user_65,content_49,2025-10-26T16:35:43.344056,view,0,Partial response,129.1
int_1429,user_65,content_9,2025-10-28T16:35:43.344066,attempt,1,Student answer text here,163.79
int_1430,user_65,content_11,2025-10-27T16:35:43.344077,attempt,1,Student answer text here,276.79
int_1431,user_65,content_16,2025-10-24T16:35:43.344089,attempt,0,Partial response,160.44
int_1432,user_65,content_17,2025-10-28T16:35:43.344099,complete,0,Partial response,200.42
int_1433,user_65,content_26,2025-10-24T16:35:43.344110,complete,0,Partial response,169.19
int_1434,user_65,content_58,2025-10-21T16:35:43.344126,complete,0,Partial response,259.05
int_1435,user_65,content_4,2025-10-28T16:35:43.344138,complete,1,Student answer text here,154.3
int_1436,user_65,content_20,2025-10-27T16:35:43.344149,view,1,Student answer text here,124.42
int_1437,user_65,content_47,2025-10-22T16:35:43.344161,attempt,0,Partial response,32.39
int_1438,user_65,content_28,2025-10-25T16:35:43.344171,view,1,Student answer text here,172.86
int_1439,user_65,content_58,2025-10-22T16:35:43.344181,view,0,Partial response,276.54
int_1440,user_65,content_1,2025-10-18T16:35:43.344192,attempt,0,Partial response,91.05
int_1441,user_65,content_26,2025-10-24T16:35:43.344202,attempt,1,Student answer text here,145.65
int_1442,user_66,content_35,2025-10-27T16:35:43.344240,attempt,1,Student answer text here,207.2
int_1443,user_66,content_29,2025-10-26T16:35:43.344255,attempt,0,Partial response,231.71
int_1444,user_66,content_1,2025-10-25T16:35:43.344272,view,1,Student answer text here,81.18
int_1445,user_66,content_3,2025-10-22T16:35:43.344283,attempt,0,Partial response,230.86
int_1446,user_66,content_58,2025-10-26T16:35:43.344294,complete,0,Partial response,83.73
int_1447,user_66,content_31,2025-10-27T16:35:43.344309,attempt,1,Student answer text here,162.05
